"title_script","genre_script","filename","title_p","movieId","title","genres","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"30 Minutes or Less","Action,Adventure,Comedy","30MinutesorLess.txt","30 minutes or less",88812,"30 Minutes or Less (2011)","Action|Comedy|Crime",-0.00109268154795972,-0.00370978307545736,-0.000561918239763049,0.000208955871621253,0.00209497367060623,0.000503209411993241,-0.0010072540241369,-0.00171302131829108,-0.00451923805716769,-0.000278501570730583,0.00374799131403,0.00143139585232079,-0.00303969777768519,-9.63825576573193e-05,0.000744265380491717,-0.000269116741315123,-0.00133773948932367,-0.00108024624504913,0.000347437845632182,-0.000771831368731108,-0.00201618488650736,0.00255224737746007,0.000680391123521594,-0.000821477265592952,0.00167666527454948,0.00130568777243651,-0.000657434162262509,-0.00109397582516074,0.00114949273490279,0.00132276844036388
"42","Drama","42.txt","42",101895,"42 (2013)","Drama",-0.00432497225373745,0.00334633142554836,-0.00277030593248819,0.000476700679324062,0.00261207068472915,-0.00254777537149876,0.00165045004159316,0.00510510118235643,0.000283199757856999,-0.000505561374883113,-0.00284589068374212,0.0029867731676694,-0.00154654282040169,0.00127711485169729,-3.74728852560198e-05,0.000325954293642441,0.00406782325582449,0.00015198113353732,-0.00202875840101272,-0.00041296424443461,1.09347859401646e-05,-0.000401862813028913,0.0004411669915708,-0.000461324777859672,0.00127446531897612,-0.00215000611321012,-2.03874168600971e-05,-0.000730691225909501,-0.000225066342105579,0.00167363334157641
"44 Inch Chest","Crime,Drama","44InchChest.txt","44 inch chest",74818,"44 Inch Chest (2009)","Crime|Drama",0.000143015161659576,-0.000113942718261068,0.00038598088682827,-0.000688170129984715,0.000978812738552024,0.000140827353362962,-0.000748216936516267,0.000350551239285852,-0.000368197566536544,-0.00127326334841668,0.000960299089037495,0.000109792538606327,-0.000139189668050359,-0.000376840543457262,-0.000200868622181828,0.00039234526899267,0.000521824588923873,0.000444228079973371,-2.39126779264647e-05,0.00155825335881955,-0.000348584190189657,0.00011426260952647,0.000860712699292862,-6.26074964167349e-05,-0.00031968269300617,0.000828699847836961,-6.96114721586971e-05,-9.98676310312841e-05,0.000305393731387722,-0.000623188843729541
"48 Hrs.","Action,Comedy,Thriller","48Hrs.txt","48 hrs.",5049,"48 Hrs. (1982)","Action|Comedy|Crime|Drama",-0.00101514199493439,0.0126130222323222,0.0339450452796161,0.00361845943852142,-0.0332500645090069,0.00903382552381693,-0.00467812200631927,0.00637669777715038,-0.0200338515347874,-0.0189151935079816,-0.0292365448482023,0.0218034031327331,0.00630067936552777,-0.000792735419432673,0.00331537255773053,-0.0208868909300417,-0.00114229149940657,-0.00176535811497909,-0.00725168307428254,-0.0128788626023452,-0.00358246372472902,0.0127631001211302,0.000994344906613857,0.000970524078867632,-0.00815078066952466,-0.00241672910188932,-0.00612476893666624,0.0092576595912513,0.00532487975704009,-0.00574358199768266
"8 Mile","Drama,Musical","8Mile.pdf","8 mile",5810,"8 Mile (2002)","Drama",0.00242084757329487,0.00759136425483093,0.00191491530831144,0.0146505123983403,-0.00435467084373158,0.019934571589139,0.0207380354806982,-0.0281284210109488,-0.0212562151925812,0.00702296232208737,-0.00355348498968697,-0.0098012506325882,-0.00157556593802579,-0.0310260242153578,-0.0113267610131324,-0.0080833144636076,0.00139629872820838,-0.0214547480184088,-0.00703758971751201,-0.00230472494430806,0.0337216651093983,-0.00205269372669389,0.00809033155358554,0.00915225430635278,-0.00978373271086242,-0.00152899943288085,0.004855860699696,-0.000398144431543191,0.00430206171610292,-0.0196373716482673
"8MM","Mystery,Thriller","8MM.txt","8mm",2505,"8MM (1999)","Drama|Mystery|Thriller",-0.00860873968332786,-0.0337727159197662,-0.0313474023415293,0.00582249734295264,-0.0270133622122722,-0.000685682154876679,0.00766218001843927,-0.00747223303003401,0.0175974600714187,0.00689989133550538,-0.00371260667650604,0.00722101688981364,-0.0190183366043692,-0.0125569380751319,0.0112209691675604,0.00284936152639038,0.00557863180154669,0.0088421778866443,-0.0105342133367433,0.00746271880623998,-0.00874338429359767,-0.0012424866343748,-0.0040102195814523,-0.00319700202813152,0.00574649780791901,-0.0040246370610085,0.00955675239783564,-0.00317936659392788,-0.00458016689162252,-0.00337408200029274
"A Few Good Men","Crime,Drama,Mystery,Thriller","AFewGoodMen.txt","few good men",2268,"Few Good Men, A (1992)","Crime|Drama|Thriller",-0.0139059979980662,0.0263030031092513,-0.0045107090860706,0.0603273506900652,-0.0640721894636538,-0.0117130951527406,-0.0201831287294309,-0.00477397340871746,-0.0136817847053463,-0.0267473879501793,-0.00298078601467905,-0.0238006601076669,-0.0129475982469482,0.0113606486250982,0.0175064107138738,0.0223978199451302,0.0226038392972956,-0.00638886084910259,-0.0268787472884048,0.0168094756939336,-0.00149900175989292,0.0117945634918345,-0.00513542886286375,0.0108149946084829,-0.0616186911919417,-0.0200399539597206,-0.0191486219979803,0.0280244019812227,-0.015221827314567,0.0357204465450539
"A Serious Man","Comedy","ASeriousMan.txt","serious man",71464,"Serious Man, A (2009)","Comedy|Drama",0.018000109413809,-0.00701087476762271,-0.00233091560962423,-0.0132382571276539,0.00492098475862535,-0.0020394487494995,0.00406849716187893,0.0070045023279894,-0.00671415147005533,-0.00605988218571496,0.00978943159818265,0.00260681241909052,0.00557535051909464,0.0071940644533978,0.000239787482757913,0.00872440389258858,-0.00580244073691146,0.00221734982274737,0.0020219587960149,0.00135185165211606,0.00328592498590968,0.00971194673798533,-0.00575205533339649,-0.00367151800309939,-0.00483662953662106,-0.00451168915355082,-0.00792367857659139,-0.00312071862923732,0.00174597803232214,0.00182854909958343
"Above the Law","Action","AbovetheLaw.txt","above the law",4466,"Above the Law (1988)","Action|Crime|Drama",-0.00956409900940338,-0.00258153745263239,0.00504605638680363,-0.00127072266725091,-0.00341652387503356,-0.00112449613054541,-0.00178753739635305,0.00622040948818572,-0.00155629979244684,-0.00727155696506579,-0.00552762840525031,0.00181980593974651,-0.00306700454245812,-0.00404700572645484,-0.00387207858691147,-0.00251252156403015,-0.000838945665768149,-0.00356718202909407,0.00111810635425208,-0.00588238530659031,-0.00249421625798511,-0.00683667196618074,0.00393733588272379,0.00101571681915824,-0.00264444095341178,0.00163725382180803,-5.50744654261109e-05,0.000863597447773801,-0.00475006163124246,0.00508807510341143
"Absolute Power","Thriller,Crime,Drama","AbsolutePower.txt","absolute power",1459,"Absolute Power (1997)","Mystery|Thriller",-0.0153905515241625,-0.00013270127501953,-0.0135932824647795,0.00665016070495014,-0.017224823837069,-0.000898414208601768,0.0078870121834654,0.0254561905103541,0.00908586036744205,-0.0271000413231127,-0.00377933334346323,0.011008004985068,-0.00832494382326722,-0.0148327134911507,0.0233507814549365,0.0120623934173423,-0.00210020043420245,0.01464675329058,-0.0104627481953954,-0.006045627027158,-0.000171042905236047,0.00053608962024673,0.0035843561611322,-0.0248203097009201,0.00867504948265818,-0.012449763855651,0.00174204886032545,0.00194178583188015,-0.00195737286273783,0.00513445305998176
"Abyss, The","Action,Adventure,Sci-Fi,Thriller","AbyssThe.txt","abyss",1127,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller",0.000507117949543398,-0.00106740870798298,0.0075853905408512,0.0228565185935211,-0.0338997397375837,6.03477453466118e-05,-0.0310137018858176,0.0130616158173322,0.0687746974384394,0.00941498632880742,-0.0272885657261013,-0.0541122365745184,0.0148051339799234,0.0272913213963849,-0.0197731609312931,0.0590312973877287,-0.026171380484024,-0.032283455063057,0.00551033131537357,-0.00871843740396684,-0.00624283886855289,0.0808982005649646,0.0160833963943579,0.000234246363921769,0.0341470496469556,0.00555072152953092,0.028766012293293,-0.0136553432159016,0.0117978109843989,-0.0236747850212366
"Ace Ventura: Pet Detective","Comedy","AceVenturaPetDetective.txt","ace ventura: pet detective",344,"Ace Ventura: Pet Detective (1994)","Comedy",-0.0112491234032158,-0.0351266328476387,0.0524238800640036,0.0144869787162834,-0.0133964209487169,-0.00662564119672709,-0.0392616685801389,-0.0525519248329162,-0.0532337278354359,0.0157508641282879,0.070129154203348,0.0662482577865279,0.0341290293717431,-0.0343013085872485,0.00459982989210625,-0.00179520493096671,0.00836112997412181,-0.106349187475522,0.033773664062043,-0.0515930918663486,0.125855545360288,0.0803767214852551,0.000525532448708987,0.0896508407687933,0.0418399953995052,-0.00871657014193163,0.0446631734306557,0.0332606045994651,-0.0548337301220154,0.0157358988254544
"Adaptation","Comedy,Drama","Adaptation.txt","adaptation",5902,"Adaptation (2002)","Comedy|Drama|Romance",0.0379259008810924,-0.0158731679957316,-0.00535552014963609,-0.00223058229314233,-0.0168443242361367,0.0355869956068629,0.00658733561274471,-0.0156875996835176,0.000292433543160035,-0.0163891572552412,0.0374627765922248,-0.00138331217033402,0.0215387919537082,0.0355837970330247,-0.00890395201334534,0.0154114691839164,-0.0223152854724079,-0.00189151143889845,0.00109285596578139,-0.01522939353769,0.000199815843589115,-0.0251494907854408,-0.0132388951346442,-0.0383813152822014,0.00132062777822711,-0.00749458573438445,-0.0364857793921743,-0.0220775891856296,0.000681023541066889,-0.00307802034429549
"Addams Family, The","Comedy,Fantasy,Horror,Family","AddamsFamilyThe.txt","addams family",2124,"Addams Family, The (1991)","Children|Comedy|Fantasy",0.00462410053867718,-0.00676805289914078,0.0182272776990517,-0.0465995185242406,0.00546083389598293,0.0361241618152039,-0.0388742608112178,-0.0129388974826518,0.0434267908091517,-0.0144579216875804,-0.00168016832079007,-0.00457772376720025,-0.00401049740558704,-0.00974372613163755,0.025395625856915,-0.0351766769646111,0.0337956782358206,0.0117113197546545,0.00142662306209143,0.00543286408558878,0.0269645258571511,0.0362561376941574,0.0297319379549503,-0.00516460875356699,-0.0166585400021149,0.0207953133743056,0.00438642148562329,0.00417983255599976,0.0154440045706018,0.015013970194603
"Adjustment Bureau, The","Romance,Sci-Fi,Thriller","AdjustmentBureauThe.txt","adjustment bureau",84954,"Adjustment Bureau, The (2011)","Romance|Sci-Fi|Thriller",-0.00857709183042172,0.00424201827181002,-0.0123297516348562,0.0166269609060325,0.0145793511611293,0.00415746541471895,-8.18256500544229e-05,-0.00245960057864842,0.000307886413976689,0.00126355427877027,-0.00898261262785192,0.00514338497490073,-0.0018480080760344,0.00949385785467148,0.0028884925457414,0.00634053555397346,-0.00604569300864932,0.000131206849469028,-0.00710161220546294,0.00107054883586342,0.00210763244815856,-0.00247222174068015,-0.00537725368240791,0.00406131128336109,0.0053266337622122,-0.00467051703384743,-0.0035226274811459,0.00461889664759407,-0.00121622824485719,-0.00142511147474367
"Affliction","Drama","Affliction.txt","affliction",2439,"Affliction (1997)","Drama",0.0166454685130211,-0.0118892908389777,-0.0109341483118337,0.00036738431043222,-0.00158529938198509,0.00545616230289193,0.00997827780715651,0.00721984902308799,0.00108661075229037,-0.00754384100165406,0.008579267956889,0.00328308439762969,0.00210805350373514,0.00232541809266532,-0.0120778657164399,0.00337600693000941,0.00670470861614948,0.00514177476136791,-0.00960987042294471,-0.0115684632119772,0.00736274978062017,0.0068183468931877,0.000680683841451899,-0.00298967409969166,-0.0023150968031306,-0.0115360846832064,0.00353924875261817,-0.00743661514124488,-0.000575733114001972,0.00572181025242486
"After School Special","Comedy","AfterSchoolSpecial.txt","after school special",39421,"After School Special (a.k.a. Barely Legal) (2003)","Comedy",-0.0027784780762924,-0.00159409155965398,0.000717704326519596,-0.0013818531034275,0.00194283626079643,0.000867270317366199,0.00094919378273928,-0.00189743259315186,-0.00187919372740458,-0.000240996162466873,-0.000555682337477326,0.0017276354385582,0.000663036383206571,-0.000796836807480872,-0.000716441473772502,-0.000877181790694756,-0.000370019465841208,-6.14862429057474e-05,0.000735201278765626,0.000455091130877721,0.000743456861742846,-0.000221837781383034,0.00126886722217781,-0.000158855812794747,-0.000713708393306515,0.000337899321150923,-0.000720797646146924,0.00104166847676901,0.000444432229490525,0.00119767341844784
"After.Life","Drama,Horror,Thriller","AfterLife.txt","after.life",76317,"After.Life (2009)","Drama|Horror|Thriller",0.000312705521609259,-0.0021938974252131,-0.000794068626903279,0.00287867494012482,0.00208377922453707,-0.00107700291555047,0.00214774798016311,-0.000431380338018126,0.00014348294576549,-0.0009009793591608,-4.53068532234225e-05,-1.45963036882734e-06,-0.00180072070393791,0.000355898555696543,6.94778444379154e-05,0.00108264119025514,-0.000636607480804981,0.00111827947363972,-0.000552175956285198,0.00197601325028545,0.00134191531951539,-0.000702860791506803,0.000166625257381285,1.62690766059511e-05,0.00023204982735483,0.00110305798117767,0.000534682228914123,0.000798048610701387,-0.00055718572406394,-0.000904693307979516
"Agnes of God","Drama,Mystery","AgnesofGod.txt","agnes of god",3251,"Agnes of God (1985)","Drama|Mystery",0.00783804681915953,-0.00132970896426483,-0.0144198277345469,-0.00918801510095347,-0.00731650232551966,-0.00777225214493468,-0.00390263982740897,-0.00393779943632422,0.00396096913991758,-0.000711122124687977,-0.00760216121040176,0.00322154421322077,0.00260205430046804,0.00651571015722993,0.00481523418300759,0.00409706777651966,0.00636354772550371,-0.00267102762017634,0.00166873503888495,-0.00461993479898568,-0.00131333193159124,0.00627643964826773,0.00163319286583424,-0.00105244138481378,-0.00251641745073583,0.00569986467812303,0.000770433190121244,-0.0015915644975144,-0.00729032622993908,-0.00280960946073658
"Air Force One","Action,Adventure,Drama,Thriller","AirForceOne.txt","air force one",1608,"Air Force One (1997)","Action|Thriller",-0.0348288051096233,0.0297001266531012,0.0190487838607165,0.0261112294399266,-0.0261179526524893,0.0361738751361943,0.021512556086294,0.0365629854766283,-0.0083309779701732,-0.0138246117157672,0.00119495435593561,-0.0320357883780621,-0.0134141170445503,0.0374845970900802,0.00190665064180319,0.0240855344395408,0.0402113862102815,0.00500051135478899,0.0297426002817985,-0.029367275711779,-0.00734028279270459,0.0227477297820684,-0.0584573011699573,-0.0271690922058704,-0.0335454802956478,-0.0441674273406594,-0.0149183990372298,0.00366343427721011,-0.0116060524782561,0.010201878102554
"Ali","Drama","Ali.txt","ali",5009,"Ali (2001)","Drama",0.00417399329872975,-0.00622778424604996,-0.0118581905397099,0.00242954021285825,-0.00366728684809686,-0.000421382154354445,0.00667997817411153,-0.00283713464687686,0.00120042881283137,-0.0111198961237338,0.00984051869526414,-0.00157714807976876,0.00784431392171743,-0.0057801954261042,-0.00912300952805593,-0.00275519280410191,0.00248815364306409,-0.000459825986529406,-0.00199727095254196,-0.00305907019073589,-0.003735285186911,0.00556608432687013,0.00111292529987871,-8.09317511379167e-05,-0.00213779947131853,-0.00210917762138601,0.00225799368911282,0.00566187549497323,0.00100895017544805,0.00244638035028822
"Alien","Action,Horror,Sci-Fi,Thriller","Alien.txt","alien",1214,"Alien (1979)","Horror|Sci-Fi",0.0310963871647377,-0.0112382788306258,0.04068208059853,0.00067948388081436,-0.0337804680496354,0.0282046896150661,0.0359783061841473,0.00930921130984451,0.0816976220104138,0.0120001166500402,-0.0611158061128629,0.0105992910182084,-0.0313326069131707,-0.0171771854853949,-0.0182527842173635,0.00885496833156109,-0.0621559565468744,-0.0147145729959575,0.0576108058632208,0.0350494153799066,-0.0539978350901148,0.0922523417861732,0.0358576645554991,0.0056589792517821,-0.0123512567915288,0.0658033919317239,0.10072192319696,0.0642545812709451,-0.0502450780267363,0.0244914406806344
"Alien Nation","Crime,Drama,Sci-Fi","AlienNation.txt","alien nation",3701,"Alien Nation (1988)","Crime|Drama|Sci-Fi|Thriller",-0.00391970932056726,0.00293376174756321,0.010909158907241,-0.0134883935227674,-0.00337242144411779,0.00861489822094995,-0.0085214223094494,0.00805299089480981,0.0112218211720783,-0.0103044532420041,-0.0246252211703524,-0.00490548256326843,-0.00680071020202006,0.0121626129210008,-0.0134427485662319,-0.00174859045043273,0.0146442961704582,0.00973205852861997,-0.00603259006076819,-0.00445703226288566,0.00807021453726145,0.000412638753822694,-0.00518579795579782,-0.00267627684825368,-0.00453061019375694,0.0110089604389408,0.00386466872749648,0.00203209686318174,0.00358289787326052,-0.00132077508402541
"Alien: Resurrection","Action,Horror,Sci-Fi,Thriller","AlienResurrection.txt","alien: resurrection",1690,"Alien: Resurrection (1997)","Action|Horror|Sci-Fi",-0.0119908328724671,-0.0344847125297136,-0.00962820786395097,-0.012504827425931,-0.0118268111229696,0.0367903579104641,0.0270729629705482,0.0145866738539383,0.0465812616869262,0.0196077524779076,-0.00841716090778083,0.0108466660210171,0.006450894584029,-0.0147479616351216,0.0349417348816755,0.0115752960715794,0.000722643062772322,-0.00436274938379598,0.0513029759808342,-0.0399501519858914,-0.0413848687650259,0.0206676368256078,0.0311236320674436,0.0266017258442799,0.00887379944835108,0.0316970907325011,0.0384371118334566,0.00920397998124293,-0.00664782387814242,0.00741194521580225
"Aliens","Action,Horror,Sci-Fi,Thriller","Aliens.txt","aliens",1200,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi",0.0191343273345486,-0.00830167575778099,0.053025707917505,0.017806763826291,-0.0308671411453551,0.0390677652324525,0.014939209314945,0.00480473142292568,0.0719817538219388,0.0214121975399958,-0.0503297727868647,-0.0204603067164034,-0.0495104661863261,-0.0220091329891292,-0.0402691363252852,0.010038548704993,-0.0404471628195793,-0.0644334309754617,0.0727147940811733,0.0325477292666357,-0.054387531581516,0.06205152587066,0.0406054002121748,-0.0087738813754775,0.00867444713784744,0.0681582050085827,0.0914940273006661,0.0690952067928554,-0.0565376733058647,0.019213899484532
"All About Eve","Drama","AllAboutEve.txt","all about eve",926,"All About Eve (1950)","Drama",0.0263214954671168,0.0176200635131494,0.00221241173221487,-0.0142933706999013,-0.00742396697488571,0.0131936674282648,0.0112313172629693,0.0296567465886247,-0.0258516209523597,0.0129633306104492,0.0118236627804001,-0.0238635513452351,-0.0187614177273088,-0.0155591189295841,0.0196322861446911,0.0114505878336141,0.00797810090499852,-0.0169621877519251,-0.000747984984129292,-0.00653836022736436,0.0165862994592883,-0.000486729588116528,0.00970036339934012,0.0158963424836098,-0.00097930423225442,0.0183529300873792,-0.00115897516026573,-0.00269839111661561,-0.000758808235600914,0.0039228013419015
"All About Steve","Comedy","AllAboutSteve.txt","all about steve",71670,"All About Steve (2009)","Comedy",-0.00347717207829239,0.000214140292240013,-0.0033149175246025,-0.00205468081351004,0.00380504779785624,0.000532132371585625,-0.00201946846959864,-0.00147056754499251,4.78472541934763e-05,-0.00211867410865707,-0.000561141870779442,0.00367924281672967,-0.00114566741547555,-0.00315220301732197,0.00153668227158117,0.000640506949779334,-0.00236800197351178,-0.00113741234224958,0.00207947748963744,0.00136891900013313,0.000754168705446111,-0.000601585759402271,0.00116616669202565,0.000716284010359549,-0.000236110573185346,-2.97534108932834e-05,0.00135466200900383,-0.000262682650336616,-0.0019382764651755,-0.000840944559556294
"All the President's Men","Drama,Thriller","AllthePresidentsMen.txt","all the president's men",6787,"All the President's Men (1976)","Drama|Thriller",0.0263311151056101,0.0163192845804918,0.000656430290024782,0.00973916319016263,-0.0159326884841586,0.00308782857244825,0.0164812735024937,0.0109282354899846,-0.0123265479646262,-0.0216711413422509,-0.013760569037807,-0.00449840568584373,0.00216787698279008,0.0208687968632201,8.98107497061821e-05,0.00359381140877586,0.01061680423624,-0.00123360294964924,-0.00452537517175558,-0.0043731926523107,-0.00339129258381297,-0.00551885324036915,0.0117395077208477,0.0202182748538774,-0.0335435218809713,0.0153311738981515,0.000400199618254577,0.00275819186231833,-0.0046180836996111,0.0100004833866656
"Almost Famous","Comedy,Drama,Romance","AlmostFamous.txt","almost famous",3897,"Almost Famous (2000)","Drama",0.0238090782246273,0.0135920522636458,-0.00607587372210177,0.0262366696563998,-0.0161809941187377,0.0375009207888631,-0.017215129803855,-0.0454778631343532,-0.0150949699097098,0.00643594321716057,-0.0030683161634825,-0.0485406972606648,0.0307274846626904,0.0251744215987499,-0.0371539293764013,-0.0302789203443866,0.00443081496813258,0.0355184454108134,-0.0673134923527192,0.0297642425259802,-0.00388002018553405,-0.00490972886228662,-0.0373324323436342,-0.0193783274580426,0.0310279273983904,-0.0793836235570129,0.0317704217109497,-0.0722963626613993,0.0222142773662153,-0.00510825362123626
